month,shop_id,item_id,item_cnt_month
2013-05,0,40,0.0
2013-06,0,40,1.0
2013-07,0,40,0.0
2013-08,0,40,0.0
2013-09,0,40,0.0
2013-10,0,40,0.0
2013-11,0,40,0.0
2013-12,0,40,0.0
2013-01,0,42,0.0
2013-02,0,42,1.0
2013-03,0,42,0.0
2013-04,0,42,0.0
2013-05,0,42,0.0
2013-06,0,42,0.0
2013-07,0,42,0.0
2013-08,0,42,0.0
2013-09,0,42,0.0
2013-10,0,42,0.0
2013-11,0,42,0.0
2013-12,0,42,0.0
2013-01,0,43,1.0
2013-02,0,43,0.0
2013-03,0,43,0.0
2013-04,0,43,0.0
2013-05,0,43,0.0
2013-06,0,43,0.0
2013-07,0,43,0.0
2013-08,0,43,0.0
2013-09,0,43,0.0
2013-10,0,43,0.0
2013-11,0,43,0.0
2013-12,0,43,0.0
2013-01,0,49,0.0
2013-02,0,49,1.0
2013-03,0,49,0.0
2013-04,0,49,1.0
2013-05,0,49,0.0
2013-06,0,49,0.0
2013-07,0,49,0.0
2013-08,0,49,0.0
2013-09,0,49,0.0
2013-10,0,49,0.0
2013-11,0,49,0.0
2013-12,0,49,0.0
2013-01,0,51,2.0
2013-02,0,51,2.0
2013-03,0,51,0.0
2013-04,0,51,0.0
2013-05,0,51,0.0
2013-06,0,51,1.0
2013-07,0,51,0.0
2013-08,0,51,0.0
2013-09,0,51,0.0
2013-10,0,51,0.0
2013-11,0,51,0.0
2013-12,0,51,0.0
2013-01,0,57,0.0
2013-02,0,57,0.0
2013-03,0,57,0.0
2013-04,0,57,0.0
2013-05,0,57,0.0
2013-06,0,57,0.0
2013-07,0,57,0.0
2013-08,0,57,0.0
2013-09,0,57,1.0
2013-10,0,57,0.0
2013-11,0,57,0.0
2013-12,0,57,0.0
2013-01,0,59,0.0
2013-02,0,59,1.0
2013-03,0,59,0.0
2013-04,0,59,0.0
2013-05,0,59,0.0
2013-06,0,59,0.0
2013-07,0,59,0.0
2013-08,0,59,0.0
2013-09,0,59,0.0
2013-10,0,59,0.0
2013-11,0,59,0.0
2013-12,0,59,0.0
2013-01,0,61,0.0
2013-02,0,61,0.0
2013-03,0,61,0.0
2013-04,0,61,0.0
2013-05,0,61,0.0
2013-06,0,61,0.0
2013-07,0,61,0.0
2013-08,0,61,0.0
2013-09,0,61,0.0
2013-10,0,61,1.0
2013-11,0,61,0.0
2013-12,0,61,0.0
2013-01,0,75,1.0
2013-02,0,75,0.0
2013-03,0,75,0.0
2013-04,0,75,0.0
2013-05,0,75,0.0
2013-06,0,75,0.0
2013-07,0,75,0.0
2013-08,0,75,0.0
2013-09,0,75,0.0
2013-10,0,75,0.0
2013-11,0,75,0.0
2013-12,0,75,0.0
2013-01,0,85,0.0
2013-02,0,85,1.0
2013-03,0,85,0.0
2013-04,0,85,0.0
2013-05,0,85,0.0
2013-06,0,85,0.0
2013-07,0,85,0.0
2013-08,0,85,0.0
2013-09,0,85,0.0
2013-10,0,85,0.0
2013-11,0,85,0.0
2013-12,0,85,0.0
2013-01,0,88,1.0
2013-02,0,88,0.0
2013-03,0,88,0.0
2013-04,0,88,0.0
2013-05,0,88,0.0
2013-06,0,88,0.0
2013-07,0,88,0.0
2013-08,0,88,0.0
2013-09,0,88,0.0
2013-10,0,88,0.0
2013-11,0,88,0.0
2013-12,0,88,0.0
2013-01,0,95,0.0
2013-02,0,95,0.0
2013-03,0,95,0.0
2013-04,0,95,0.0
2013-05,0,95,0.0
2013-06,0,95,1.0
2013-07,0,95,0.0
2013-08,0,95,0.0
2013-09,0,95,0.0
2013-10,0,95,0.0
2013-11,0,95,0.0
2013-12,0,95,0.0
2013-01,0,96,0.0
2013-02,0,96,0.0
2013-03,0,96,0.0
2013-04,0,96,0.0
2013-05,0,96,0.0
2013-06,0,96,0.0
2013-07,0,96,0.0
2013-08,0,96,0.0
2013-09,0,96,0.0
2013-10,0,96,1.0
2013-11,0,96,0.0
2013-12,0,96,0.0
2013-01,0,97,0.0
2013-02,0,97,1.0
2013-03,0,97,0.0
2013-04,0,97,0.0
2013-05,0,97,0.0
2013-06,0,97,0.0
2013-07,0,97,0.0
2013-08,0,97,0.0
2013-09,0,97,0.0
2013-10,0,97,0.0
2013-11,0,97,0.0
2013-12,0,97,0.0
2013-01,0,98,13.0
2013-02,0,98,5.0
2013-03,0,98,0.0
2013-04,0,98,3.0
2013-05,0,98,1.0
2013-06,0,98,1.0
2013-07,0,98,1.0
2013-08,0,98,2.0
2013-09,0,98,0.0
2013-10,0,98,0.0
2013-11,0,98,3.0
2013-12,0,98,1.0
2013-01,0,111,1.0
2013-02,0,111,0.0
2013-03,0,111,0.0
2013-04,0,111,0.0
2013-05,0,111,0.0
2013-06,0,111,1.0
2013-07,0,111,0.0
2013-08,0,111,0.0
2013-09,0,111,0.0
2013-10,0,111,0.0
2013-11,0,111,0.0
2013-12,0,111,0.0
2013-01,0,115,0.0
2013-02,0,115,0.0
2013-03,0,115,0.0
2013-04,0,115,0.0
2013-05,0,115,0.0
2013-06,0,115,0.0
2013-07,0,115,0.0
2013-08,0,115,0.0
2013-09,0,115,0.0
2013-10,0,115,0.0
2013-11,0,115,1.0
2013-12,0,115,0.0
2013-01,0,136,0.0
2013-02,0,136,1.0
2013-03,0,136,0.0
2013-04,0,136,0.0
2013-05,0,136,0.0
2013-06,0,136,0.0
2013-07,0,136,0.0
2013-08,0,136,0.0
2013-09,0,136,0.0
2013-10,0,136,0.0
2013-11,0,136,0.0
2013-12,0,136,0.0
2013-01,0,149,2.0
2013-02,0,149,0.0
2013-03,0,149,0.0
2013-04,0,149,0.0
2013-05,0,149,0.0
2013-06,0,149,0.0
2013-07,0,149,0.0
2013-08,0,149,0.0
2013-09,0,149,0.0
2013-10,0,149,0.0
2013-11,0,149,1.0
2013-12,0,149,0.0
2013-01,0,151,1.0
2013-02,0,151,0.0
2013-03,0,151,0.0
2013-04,0,151,0.0
2013-05,0,151,0.0
2013-06,0,151,0.0
2013-07,0,151,0.0
2013-08,0,151,0.0
2013-09,0,151,0.0
2013-10,0,151,0.0
2013-11,0,151,0.0
2013-12,0,151,0.0
2013-01,0,152,0.0
2013-02,0,152,1.0
2013-03,0,152,0.0
2013-04,0,152,0.0
2013-05,0,152,0.0
2013-06,0,152,0.0
2013-07,0,152,0.0
2013-08,0,152,0.0
2013-09,0,152,0.0
2013-10,0,152,0.0
2013-11,0,152,0.0
2013-12,0,152,0.0
2013-01,0,153,0.0
2013-02,0,153,1.0
2013-03,0,153,0.0
2013-04,0,153,0.0
2013-05,0,153,0.0
2013-06,0,153,1.0
2013-07,0,153,0.0
2013-08,0,153,0.0
2013-09,0,153,1.0
2013-10,0,153,0.0
2013-11,0,153,0.0
2013-12,0,153,0.0
2013-01,0,198,0.0
2013-02,0,198,0.0
2013-03,0,198,0.0
2013-04,0,198,0.0
2013-05,0,198,0.0
2013-06,0,198,0.0
2013-07,0,198,0.0
2013-08,0,198,0.0
2013-09,0,198,0.0
2013-10,0,198,1.0
2013-11,0,198,0.0
2013-12,0,198,0.0
2013-01,0,199,0.0
2013-02,0,199,1.0
2013-03,0,199,0.0
2013-04,0,199,0.0
2013-05,0,199,0.0
2013-06,0,199,0.0
2013-07,0,199,0.0
2013-08,0,199,0.0
2013-09,0,199,0.0
2013-10,0,199,0.0
2013-11,0,199,0.0
2013-12,0,199,0.0
2013-01,0,210,1.0
2013-02,0,210,0.0
2013-03,0,210,0.0
2013-04,0,210,0.0
2013-05,0,210,1.0
2013-06,0,210,0.0
2013-07,0,210,0.0
2013-08,0,210,0.0
2013-09,0,210,0.0
2013-10,0,210,0.0
2013-11,0,210,0.0
2013-12,0,210,0.0
2013-01,0,228,0.0
2013-02,0,228,1.0
2013-03,0,228,0.0
2013-04,0,228,0.0
2013-05,0,228,0.0
2013-06,0,228,0.0
2013-07,0,228,0.0
2013-08,0,228,0.0
2013-09,0,228,0.0
2013-10,0,228,0.0
2013-11,0,228,0.0
2013-12,0,228,0.0
2013-01,0,282,0.0
2013-02,0,282,0.0
2013-03,0,282,0.0
2013-04,0,282,1.0
2013-05,0,282,0.0
2013-06,0,282,0.0
2013-07,0,282,0.0
2013-08,0,282,0.0
2013-09,0,282,0.0
2013-10,0,282,0.0
2013-11,0,282,0.0
2013-12,0,282,0.0
2013-01,0,306,1.0
2013-02,0,306,1.0
2013-03,0,306,0.0
2013-04,0,306,0.0
2013-05,0,306,0.0
2013-06,0,306,0.0
2013-07,0,306,0.0
2013-08,0,306,0.0
2013-09,0,306,0.0
2013-10,0,306,0.0
2013-11,0,306,0.0
2013-12,0,306,0.0
2013-01,0,308,0.0
2013-02,0,308,1.0
2013-03,0,308,0.0
2013-04,0,308,0.0
2013-05,0,308,0.0
2013-06,0,308,0.0
2013-07,0,308,0.0
2013-08,0,308,0.0
2013-09,0,308,0.0
2013-10,0,308,0.0
2013-11,0,308,0.0
2013-12,0,308,0.0
2013-01,0,351,1.0
2013-02,0,351,0.0
2013-03,0,351,0.0
2013-04,0,351,0.0
2013-05,0,351,0.0
2013-06,0,351,0.0
2013-07,0,351,0.0
2013-08,0,351,0.0
2013-09,0,351,0.0
2013-10,0,351,0.0
2013-11,0,351,0.0
2013-12,0,351,0.0
2013-01,0,407,0.0
2013-02,0,407,0.0
2013-03,0,407,0.0
2013-04,0,407,0.0
2013-05,0,407,0.0
2013-06,0,407,1.0
2013-07,0,407,0.0
2013-08,0,407,0.0
2013-09,0,407,0.0
2013-10,0,407,0.0
2013-11,0,407,0.0
2013-12,0,407,0.0
2013-01,0,421,0.0
2013-02,0,421,0.0
2013-03,0,421,0.0
2013-04,0,421,0.0
2013-05,0,421,0.0
2013-06,0,421,0.0
2013-07,0,421,1.0
2013-08,0,421,0.0
2013-09,0,421,0.0
2013-10,0,421,0.0
2013-11,0,421,0.0
2013-12,0,421,0.0
2013-01,0,438,1.0
2013-02,0,438,0.0
2013-03,0,438,0.0
2013-04,0,438,0.0
2013-05,0,438,0.0
2013-06,0,438,0.0
2013-07,0,438,0.0
2013-08,0,438,0.0
2013-09,0,438,0.0
2013-10,0,438,0.0
2013-11,0,438,0.0
2013-12,0,438,0.0
2013-01,0,471,0.0
2013-02,0,471,0.0
2013-03,0,471,0.0
2013-04,0,471,0.0
2013-05,0,471,0.0
2013-06,0,471,0.0
2013-07,0,471,0.0
2013-08,0,471,1.0
2013-09,0,471,0.0
2013-10,0,471,0.0
2013-11,0,471,0.0
2013-12,0,471,0.0
2013-01,0,479,0.0
2013-02,0,479,1.0
2013-03,0,479,0.0
2013-04,0,479,0.0
2013-05,0,479,0.0
2013-06,0,479,0.0
2013-07,0,479,0.0
2013-08,0,479,0.0
2013-09,0,479,0.0
2013-10,0,479,0.0
2013-11,0,479,0.0
2013-12,0,479,0.0
2013-01,0,482,1.0
2013-02,0,482,0.0
2013-03,0,482,0.0
2013-04,0,482,0.0
2013-05,0,482,0.0
2013-06,0,482,0.0
2013-07,0,482,0.0
2013-08,0,482,0.0
2013-09,0,482,2.0
2013-10,0,482,0.0
2013-11,0,482,2.0
2013-12,0,482,0.0
2013-01,0,484,3.0
2013-02,0,484,3.0
2013-03,0,484,0.0
2013-04,0,484,0.0
2013-05,0,484,0.0
2013-06,0,484,0.0
2013-07,0,484,0.0
2013-08,0,484,1.0
2013-09,0,484,1.0
2013-10,0,484,0.0
2013-11,0,484,0.0
2013-12,0,484,0.0
2013-01,0,491,1.0
2013-02,0,491,1.0
2013-03,0,491,0.0
2013-04,0,491,0.0
2013-05,0,491,0.0
2013-06,0,491,0.0
2013-07,0,491,0.0
2013-08,0,491,0.0
2013-09,0,491,0.0
2013-10,0,491,0.0
2013-11,0,491,0.0
2013-12,0,491,0.0
2013-01,0,496,0.0
2013-02,0,496,0.0
2013-03,0,496,0.0
2013-04,0,496,0.0
2013-05,0,496,0.0
2013-06,0,496,0.0
2013-07,0,496,0.0
2013-08,0,496,0.0
2013-09,0,496,0.0
2013-10,0,496,0.0
2013-11,0,496,1.0
2013-12,0,496,0.0
2013-01,0,498,1.0
2013-02,0,498,0.0
2013-03,0,498,0.0
2013-04,0,498,0.0
2013-05,0,498,0.0
2013-06,0,498,0.0
2013-07,0,498,0.0
2013-08,0,498,0.0
2013-09,0,498,0.0
2013-10,0,498,0.0
2013-11,0,498,0.0
2013-12,0,498,0.0
2013-01,0,534,0.0
2013-02,0,534,1.0
2013-03,0,534,0.0
2013-04,0,534,0.0
2013-05,0,534,0.0
2013-06,0,534,1.0
2013-07,0,534,0.0
2013-08,0,534,0.0
2013-09,0,534,0.0
2013-10,0,534,0.0
2013-11,0,534,0.0
2013-12,0,534,0.0
2013-01,0,545,0.0
2013-02,0,545,1.0
2013-03,0,545,0.0
2013-04,0,545,0.0
2013-05,0,545,0.0
2013-06,0,545,0.0
2013-07,0,545,0.0
2013-08,0,545,0.0
2013-09,0,545,0.0
2013-10,0,545,0.0
2013-11,0,545,0.0
2013-12,0,545,0.0
2013-01,0,556,9.0
2013-02,0,556,3.0
2013-03,0,556,0.0
2013-04,0,556,0.0
2013-05,0,556,0.0
2013-06,0,556,1.0
2013-07,0,556,0.0
2013-08,0,556,0.0
2013-09,0,556,0.0
2013-10,0,556,0.0
2013-11,0,556,0.0
2013-12,0,556,0.0
2013-01,0,560,1.0
2013-02,0,560,3.0
2013-03,0,560,0.0
2013-04,0,560,0.0
2013-05,0,560,0.0
2013-06,0,560,0.0
2013-07,0,560,1.0
2013-08,0,560,0.0
2013-09,0,560,0.0
2013-10,0,560,0.0
2013-11,0,560,0.0
2013-12,0,560,0.0
2013-01,0,582,0.0
2013-02,0,582,0.0
2013-03,0,582,0.0
2013-04,0,582,0.0
2013-05,0,582,0.0
2013-06,0,582,0.0
2013-07,0,582,0.0
2013-08,0,582,0.0
2013-09,0,582,0.0
2013-10,0,582,1.0
2013-11,0,582,0.0
2013-12,0,582,0.0
2013-01,0,642,3.0
2013-02,0,642,4.0
2013-03,0,642,0.0
2013-04,0,642,0.0
2013-05,0,642,0.0
2013-06,0,642,1.0
2013-07,0,642,0.0
2013-08,0,642,1.0
2013-09,0,642,1.0
2013-10,0,642,0.0
2013-11,0,642,0.0
2013-12,0,642,0.0
2013-01,0,651,6.0
2013-02,0,651,6.0
2013-03,0,651,0.0
2013-04,0,651,0.0
2013-05,0,651,0.0
2013-06,0,651,1.0
2013-07,0,651,0.0
2013-08,0,651,0.0
2013-09,0,651,1.0
2013-10,0,651,0.0
2013-11,0,651,0.0
2013-12,0,651,0.0
2013-01,0,657,1.0
2013-02,0,657,4.0
2013-03,0,657,1.0
2013-04,0,657,0.0
2013-05,0,657,0.0
2013-06,0,657,0.0
2013-07,0,657,0.0
2013-08,0,657,0.0
2013-09,0,657,0.0
2013-10,0,657,0.0
2013-11,0,657,0.0
2013-12,0,657,0.0
2013-01,0,668,1.0
2013-02,0,668,0.0
2013-03,0,668,0.0
2013-04,0,668,0.0
2013-05,0,668,0.0
2013-06,0,668,0.0
2013-07,0,668,0.0
2013-08,0,668,0.0
2013-09,0,668,0.0
2013-10,0,668,0.0
2013-11,0,668,0.0
2013-12,0,668,0.0
2013-01,0,677,2.0
2013-02,0,677,4.0
2013-03,0,677,1.0
2013-04,0,677,0.0
2013-05,0,677,0.0
2013-06,0,677,1.0
2013-07,0,677,0.0
2013-08,0,677,0.0
2013-09,0,677,2.0
2013-10,0,677,0.0
2013-11,0,677,0.0
2013-12,0,677,0.0
2013-01,0,687,0.0
2013-02,0,687,0.0
2013-03,0,687,0.0
2013-04,0,687,0.0
2013-05,0,687,0.0
2013-06,0,687,0.0
2013-07,0,687,0.0
2013-08,0,687,1.0
2013-09,0,687,0.0
2013-10,0,687,0.0
2013-11,0,687,0.0
2013-12,0,687,0.0
2013-01,0,699,1.0
2013-02,0,699,0.0
2013-03,0,699,0.0
2013-04,0,699,0.0
2013-05,0,699,0.0
2013-06,0,699,0.0
2013-07,0,699,0.0
2013-08,0,699,0.0
2013-09,0,699,0.0
2013-10,0,699,0.0
2013-11,0,699,1.0
2013-12,0,699,0.0
2013-01,0,700,8.0
2013-02,0,700,8.0
2013-03,0,700,0.0
2013-04,0,700,0.0
2013-05,0,700,0.0
2013-06,0,700,0.0
2013-07,0,700,0.0
2013-08,0,700,2.0
2013-09,0,700,1.0
2013-10,0,700,3.0
2013-11,0,700,0.0
2013-12,0,700,0.0
2013-01,0,715,2.0
2013-02,0,715,0.0
2013-03,0,715,0.0
2013-04,0,715,1.0
2013-05,0,715,0.0
2013-06,0,715,0.0
2013-07,0,715,0.0
2013-08,0,715,0.0
2013-09,0,715,1.0
2013-10,0,715,0.0
2013-11,0,715,0.0
2013-12,0,715,0.0
2013-01,0,783,0.0
2013-02,0,783,0.0
2013-03,0,783,0.0
2013-04,0,783,1.0
2013-05,0,783,0.0
2013-06,0,783,0.0
2013-07,0,783,0.0
2013-08,0,783,0.0
2013-09,0,783,0.0
2013-10,0,783,0.0
2013-11,0,783,0.0
2013-12,0,783,0.0
2013-01,0,785,0.0
2013-02,0,785,1.0
2013-03,0,785,0.0
2013-04,0,785,0.0
2013-05,0,785,0.0
2013-06,0,785,0.0
2013-07,0,785,0.0
2013-08,0,785,0.0
2013-09,0,785,0.0
2013-10,0,785,0.0
2013-11,0,785,1.0
2013-12,0,785,0.0
2013-01,0,810,2.0
2013-02,0,810,3.0
2013-03,0,810,0.0
2013-04,0,810,0.0
2013-05,0,810,0.0
2013-06,0,810,1.0
2013-07,0,810,0.0
2013-08,0,810,0.0
2013-09,0,810,0.0
2013-10,0,810,1.0
2013-11,0,810,1.0
2013-12,0,810,0.0
2013-01,0,814,0.0
2013-02,0,814,3.0
2013-03,0,814,0.0
2013-04,0,814,0.0
2013-05,0,814,0.0
2013-06,0,814,0.0
2013-07,0,814,0.0
2013-08,0,814,0.0
2013-09,0,814,0.0
2013-10,0,814,0.0
2013-11,0,814,0.0
2013-12,0,814,0.0
2013-01,0,816,1.0
2013-02,0,816,1.0
2013-03,0,816,0.0
2013-04,0,816,0.0
2013-05,0,816,0.0
2013-06,0,816,1.0
2013-07,0,816,0.0
2013-08,0,816,0.0
2013-09,0,816,0.0
2013-10,0,816,0.0
2013-11,0,816,0.0
2013-12,0,816,0.0
2013-01,0,825,0.0
2013-02,0,825,2.0
2013-03,0,825,0.0
2013-04,0,825,0.0
2013-05,0,825,0.0
2013-06,0,825,0.0
2013-07,0,825,0.0
2013-08,0,825,0.0
2013-09,0,825,0.0
2013-10,0,825,0.0
2013-11,0,825,0.0
2013-12,0,825,0.0
2013-01,0,831,0.0
2013-02,0,831,0.0
2013-03,0,831,0.0
2013-04,0,831,0.0
2013-05,0,831,0.0
2013-06,0,831,0.0
2013-07,0,831,0.0
2013-08,0,831,0.0
2013-09,0,831,0.0
2013-10,0,831,0.0
2013-11,0,831,1.0
2013-12,0,831,0.0
2013-01,0,835,0.0
2013-02,0,835,0.0
2013-03,0,835,0.0
2013-04,0,835,0.0
2013-05,0,835,0.0
2013-06,0,835,0.0
2013-07,0,835,0.0
2013-08,0,835,0.0
2013-09,0,835,0.0
2013-10,0,835,0.0
2013-11,0,835,1.0
2013-12,0,835,1.0
2013-01,0,839,2.0
2013-02,0,839,0.0
2013-03,0,839,0.0
2013-04,0,839,0.0
2013-05,0,839,0.0
2013-06,0,839,0.0
2013-07,0,839,0.0
2013-08,0,839,0.0
2013-09,0,839,0.0
2013-10,0,839,0.0
2013-11,0,839,0.0
2013-12,0,839,0.0
2013-01,0,944,1.0
2013-02,0,944,1.0
2013-03,0,944,0.0
2013-04,0,944,0.0
2013-05,0,944,0.0
2013-06,0,944,0.0
2013-07,0,944,0.0
2013-08,0,944,0.0
2013-09,0,944,0.0
2013-10,0,944,0.0
2013-11,0,944,0.0
2013-12,0,944,0.0
2013-01,0,947,0.0
2013-02,0,947,2.0
2013-03,0,947,0.0
2013-04,0,947,0.0
2013-05,0,947,1.0
2013-06,0,947,0.0
2013-07,0,947,0.0
2013-08,0,947,0.0
2013-09,0,947,0.0
2013-10,0,947,1.0
2013-11,0,947,0.0
2013-12,0,947,0.0
2013-01,0,952,0.0
2013-02,0,952,0.0
2013-03,0,952,0.0
2013-04,0,952,0.0
2013-05,0,952,0.0
2013-06,0,952,0.0
2013-07,0,952,0.0
2013-08,0,952,0.0
2013-09,0,952,0.0
2013-10,0,952,0.0
2013-11,0,952,0.0
2013-12,0,952,1.0
2013-01,0,963,3.0
2013-02,0,963,1.0
2013-03,0,963,0.0
2013-04,0,963,1.0
2013-05,0,963,0.0
2013-06,0,963,2.0
2013-07,0,963,1.0
2013-08,0,963,0.0
2013-09,0,963,0.0
2013-10,0,963,0.0
2013-11,0,963,0.0
2013-12,0,963,1.0
2013-01,0,965,1.0
2013-02,0,965,0.0
2013-03,0,965,0.0
2013-04,0,965,0.0
2013-05,0,965,0.0
2013-06,0,965,0.0
2013-07,0,965,0.0
2013-08,0,965,0.0
2013-09,0,965,0.0
2013-10,0,965,0.0
2013-11,0,965,0.0
2013-12,0,965,0.0
2013-01,0,970,0.0
2013-02,0,970,1.0
2013-03,0,970,0.0
2013-04,0,970,0.0
2013-05,0,970,0.0
2013-06,0,970,0.0
2013-07,0,970,0.0
2013-08,0,970,0.0
2013-09,0,970,0.0
2013-10,0,970,0.0
2013-11,0,970,0.0
2013-12,0,970,0.0
2013-01,0,971,0.0
2013-02,0,971,1.0
2013-03,0,971,0.0
2013-04,0,971,0.0
2013-05,0,971,0.0
2013-06,0,971,0.0
2013-07,0,971,0.0
2013-08,0,971,0.0
2013-09,0,971,0.0
2013-10,0,971,0.0
2013-11,0,971,0.0
2013-12,0,971,0.0
2013-01,0,987,1.0
2013-02,0,987,0.0
2013-03,0,987,0.0
2013-04,0,987,0.0
2013-05,0,987,0.0
2013-06,0,987,0.0
2013-07,0,987,0.0
2013-08,0,987,0.0
2013-09,0,987,0.0
2013-10,0,987,1.0
2013-11,0,987,0.0
2013-12,0,987,0.0
2013-01,0,989,0.0
2013-02,0,989,0.0
2013-03,0,989,0.0
2013-04,0,989,0.0
2013-05,0,989,0.0
2013-06,0,989,1.0
2013-07,0,989,0.0
2013-08,0,989,0.0
2013-09,0,989,0.0
2013-10,0,989,0.0
2013-11,0,989,0.0
2013-12,0,989,0.0
2013-01,0,990,0.0
2013-02,0,990,0.0
2013-03,0,990,1.0
2013-04,0,990,1.0
2013-05,0,990,0.0
2013-06,0,990,0.0
2013-07,0,990,1.0
2013-08,0,990,0.0
2013-09,0,990,1.0
2013-10,0,990,0.0
2013-11,0,990,0.0
2013-12,0,990,0.0
2013-01,0,991,0.0
2013-02,0,991,1.0
2013-03,0,991,0.0
2013-04,0,991,0.0
2013-05,0,991,0.0
2013-06,0,991,0.0
2013-07,0,991,0.0
2013-08,0,991,0.0
2013-09,0,991,0.0
2013-10,0,991,0.0
2013-11,0,991,0.0
2013-12,0,991,0.0
2013-01,0,992,1.0
2013-02,0,992,0.0
2013-03,0,992,0.0
2013-04,0,992,0.0
2013-05,0,992,0.0
2013-06,0,992,1.0
2013-07,0,992,0.0
2013-08,0,992,0.0
2013-09,0,992,0.0
2013-10,0,992,0.0
2013-11,0,992,0.0
2013-12,0,992,0.0
2013-01,0,993,0.0
2013-02,0,993,2.0
2013-03,0,993,0.0
2013-04,0,993,1.0
2013-05,0,993,0.0
2013-06,0,993,0.0
2013-07,0,993,1.0
2013-08,0,993,0.0
2013-09,0,993,0.0
2013-10,0,993,0.0
2013-11,0,993,0.0
2013-12,0,993,0.0
2013-01,0,996,1.0
2013-02,0,996,1.0
2013-03,0,996,0.0
2013-04,0,996,0.0
2013-05,0,996,0.0
2013-06,0,996,0.0
2013-07,0,996,0.0
2013-08,0,996,0.0
2013-09,0,996,1.0
2013-10,0,996,0.0
2013-11,0,996,0.0
2013-12,0,996,0.0
2013-01,0,997,0.0
2013-02,0,997,0.0
2013-03,0,997,0.0
2013-04,0,997,0.0
2013-05,0,997,0.0
2013-06,0,997,0.0
2013-07,0,997,0.0
2013-08,0,997,1.0
2013-09,0,997,0.0
2013-10,0,997,0.0
2013-11,0,997,0.0
2013-12,0,997,0.0
2013-01,0,998,0.0
2013-02,0,998,2.0
2013-03,0,998,1.0
2013-04,0,998,0.0
2013-05,0,998,0.0
2013-06,0,998,0.0
2013-07,0,998,0.0
2013-08,0,998,0.0
2013-09,0,998,1.0
2013-10,0,998,0.0
2013-11,0,998,0.0
2013-12,0,998,0.0
2013-01,0,999,2.0
2013-02,0,999,3.0
2013-03,0,999,1.0
2013-04,0,999,0.0
2013-05,0,999,0.0
2013-06,0,999,0.0
2013-07,0,999,0.0
2013-08,0,999,1.0
2013-09,0,999,0.0
2013-10,0,999,0.0
2013-11,0,999,0.0
2013-12,0,999,0.0
2013-01,0,1000,1.0
2013-02,0,1000,4.0
2013-03,0,1000,1.0
2013-04,0,1000,0.0
2013-05,0,1000,0.0
2013-06,0,1000,0.0
2013-07,0,1000,0.0
2013-08,0,1000,1.0
2013-09,0,1000,1.0
2013-10,0,1000,1.0
2013-11,0,1000,0.0
2013-12,0,1000,0.0
2013-01,0,1001,0.0
2013-02,0,1001,0.0
2013-03,0,1001,1.0
2013-04,0,1001,0.0
2013-05,0,1001,0.0
2013-06,0,1001,0.0
2013-07,0,1001,0.0
2013-08,0,1001,0.0
2013-09,0,1001,0.0
2013-10,0,1001,0.0
2013-11,0,1001,0.0
2013-12,0,1001,1.0
2013-01,0,1002,1.0
2013-02,0,1002,0.0
2013-03,0,1002,0.0
2013-04,0,1002,0.0
2013-05,0,1002,0.0
2013-06,0,1002,0.0
2013-07,0,1002,0.0
2013-08,0,1002,0.0
2013-09,0,1002,1.0
2013-10,0,1002,0.0
2013-11,0,1002,0.0
2013-12,0,1002,0.0
2013-01,0,1003,1.0
2013-02,0,1003,0.0
2013-03,0,1003,0.0
